Ngo Name,Mobile No,Email,City
Kalikata Bidhan Manab Bikash Samity,9433388758,kbmbsngo@gmail.com,"S/59926 of 1988-1989, Howrah, WEST BENGAL"
KHETRAMANI CLUB,9937740622,khetramaniclub@yahoo.co.in,"1732-131-OF 1986-87, Puri, ORISSA"
BASUDEB PATHAGAR,9437411541,bpngo_ctc@rediffmail.com,"16747 / 1581, CUTTACK, ORISSA"
SHILP SHREE MAHILA SEWA SAMITI,9335901011,shilpsree.2003@gmail.com,"1806, BARABANKI, UTTAR PRADESH"
Sahyog Sewa Sansthan,8858038432,sahyog.shukla@gmail.com,"55/2000/01, Deoria, UTTAR PRADESH"
CENTRE FOR NEEDY PEOLE,7644029173,centreforneedypeople@gmail.com,"2220, , BIHAR"
RURAL INSTITUTE OF CENTRE FOR EXCELLENCE,9849158728,rice.info@yahoo.in,"321/2009, Hyderabad, TELANGANA"
Gram Vikas Sewa  Samiti,9425469660,gvssm1992@gmail.com,"RS211, Rewa, MADHYA PRADESH"
SARABHUJ,9433165425,sarabhujtheatre@gmail.com,"S/71037 OF 1992-1993, MIDNAPORE, WEST BENGAL"
SUMATHI MEMORIAL EDUCATIONAL SOCIETY,9701041100,sumathisociety@gmail.com,"1920 OF 2004, HYDERABAD, TELANGANA"
Mahila Utkarsh Sansthan,9826537745,musindore@gmail.com,"IND/17166/M.P, Indore, MADHYA PRADESH"
sreemanta sankar mission,9864240625,bhabaj@rediffmail.com,"9 of 1950-51, nagaon, ASSAM"
BABA SAHEB AMBEDKAR TECHNICAL EDUCATIONAL SOCIETY,8447999909,info@bsates.com,"S-30526, New Delhi, DELHI"
Islamic Educational Welfare Association,9711600645,iew_association@yahoo.co.in,"S/67820, Malda, WEST BENGAL"
Chapra Arpita Computer Academy,9932166703,aca_chapra@rediffmail.com,"S/1L 38168, Chapra, WEST BENGAL"
India International Rural Cultural Centre,9811308079,ircen@yahoo.co.in,"S/ 10569 of 1979, New Delhi, DELHI"
SOCIETY OF HELP,9440831687,helpngo92@gmail.com,"1637, Mahabubnagar, TELANGANA"
Salutary Association for Society Welfare Accileration and Tenacity,9938697126,nageswar_uti@rediffmail.com,"DKL-3867/604 of 1994-95, Dhenkanal, ORISSA"
Maa Mangala Women Development Organisation,9938491783,maamangalangodkl@gmail.com,"DKL-5810/67 of 2007-08, Dhenkanal, ORISSA"
Sansaptak,9818652224,sansaptak.theatre@gmail.com,"S.40558, New Delhi, DELHI"
Yuva Gramya Vikas Samiti,9335485479,ygvs_vns@yahoo.co.in,"49/92, Varanasi, UTTAR PRADESH"
Premlata Manju Tiwari Purv Madhamic Vidlaya Samiti,9793147565,snks.mau@rediffmail.com,"974/2004-2005, Mau, UTTAR PRADESH"
The Lamjing Thawan Association,9856138025,lamjingthawan@rediffmail.com,"59/IE/SR/1999(M), Imphal, MANIPUR"
The Women Welfar and Development Organisation,9774488625,womenwelfare10@gmail.com,"45 of 1986, Imphal West, MANIPUR"
NATARAJ EDUCATIONAL AND CHARITABLE TRUST,9443666189,nadiyapatham@gmail.com,"41OF2006, chennai, TAMIL NADU"
Sanga Mithra Development Association,9618355721,samidango@gmail.com,"894/2001, visakhapatnam, ANDHRA PRADESH"
Sarv Hitay Sansthan,9760440103,shs.ngo@gmail.com,"1123, Budaun, UTTAR PRADESH"
abhimanch kala ekansh,9839562771,abhimanchkalaekansh@gmail.com,"433/2004-05 ren.1170 2014/15, Sandila, UTTAR PRADESH"
SAMEEKARANA,7093896918,sameekarana@gmail.com,"235/90, Tadepalligudem, ANDHRA PRADESH"
Social Empowerment and Voluntary Association,9970606335,sevapbn@gmail.com,"MH/854/2008 PARBHANI, Parbhani, MAHARASHTRA"
SRI RAVINDRA BHARATHI EDUCATIONAL SOCIETY,9441446024,srbessociety@yahoo.com,"113/1990, PENUKONDA, ANDHRA PRADESH"
ARPAN SEWA SANSTHAN,9470836931,arpan_orgbihar@yahoo.in,"882, PATNA, BIHAR"
KHANDUAL SHELTER,9938019971,khandual.shelter@gmail.com,"PR 720-507 OF 1981-82, KHORDHA, ORISSA"
Seva trust for the blind r,9448309957,Shivarajnkg@rediff.com,"20/91-92, Ranebennur, KARNATAKA"
SANTHI WELFARE ASSOCIATION,9440886992,santhiassociation@gmail.com,"225/83, KOVVUR, ANDHRA PRADESH"
ALL INDIA MUSLIM YOUTH MAJLIS,9334187529,muslimyouthmajlis@gmail.com,"27, Patna, BIHAR"
Pratibimb Kala Darpan,9871235558,pkdtheatre@gmail.com,"S/50834/ 2004, New Delhi, DELHI"
Harishchandrapur Pally Unnayan Samity,9609736869,hcppus@gmail.com,"S/1L35316, Maldah, WEST BENGAL"
Kisan Kalyan Samiti,9415160267,kisan.org@rediffmail.com,"687/2000-01, BARABANKI, UTTAR PRADESH"
samdars manav sewa sansthan,8853000190,OMSANKALP2010@GMAIL.COM,"3511, GOMTINAGAR, UTTAR PRADESH"
Women s Income Generation Centre,9436033733,indiraoinam@rediffmail.com,"26 of 1996, Thoubal, MANIPUR"
DISTRICT ORGANISATION OF VOLUNTEERS AND ESCORTS,9437039306,anguldove@gmail.com,"22620/210, ANGUL, ORISSA"
Samadhan,9810581560,samadhan.dwarka@gmail.com,"12183, Delhi, DELHI"
Sri Arunodayam Charitable Trust,9444915803,sriarunodayam@gmail.com,"360/2002, chennai, TAMIL NADU"
Netaji Memorial Club,9776319837,netajimemorial_club@yahoo.co.in,"8058/17, Kendrapara, ORISSA"
PRERANA,9861406563,preranango2010@gmail.com,"21610/44, Puri, ORISSA"
sita murli nav shrishti foundation,8986316873,ushakarudyog2016@gmail.com,"1408/2008-09, KHUTAUNA, BIHAR"
UNNAYAN,9437024198,unnayanorissa@gmail.com,"2785-31 of 1990-91, BHUBANESWAR, ORISSA"
SRI DAKSHINYA BHAVA SAMITHI,9246488843,dakshinya1995@yahoo.com,"339 OF 1995, Guntur, ANDHRA PRADESH"
Society for Education and Environment Developement,9848284498,seedorg1994@gmail.com,"1189/1994, Visakhapatnam, ANDHRA PRADESH"
SOCIETY FOR WOMENS EDUCATION ACTION AND REFLECTION,8119881533,swearmanipur@yahoo.com,"106 of 1993, Thoubal, MANIPUR"
JAYBHARATI FOUNDATION SURAT RUN A JAYBHARATI COMMUNITY SCIENCE CENTER,9428394566,jaybharaticsc@gmail.com,"GJ-2288/Surat and F-2182/Surat, SURAT, GUJARAT"
Association for Rural Developmwnt and Women Empowerment,9615446446,ardweorg@gmail.com,"6058 of 1985, Bishnupur, MANIPUR"
Prashanthi Rural Development Organisation,9391313786,satyamsastry@yahoo.com,"6308, Hyderabad, ANDHRA PRADESH"
TYAG,9334141506,tyag.org@rediffmail.com,"572, HAJIPUR, BIHAR"
Centre for Peace and Development,9436142699,cpdmizoram@gmail.com,"SR/MZ-03 of 2005-06, Aizawl, MIZORAM"
Trust of People,9159435178,topngotvr@yahoo.co.in,"49/2004, Thiruvarur, TAMIL NADU"
SOCIETY FOR WOMENS EDUCATION ACTION AND REFLECTION,8119881533,swearmanipur@yahoo.com,"106 of 1993, Thoubal, MANIPUR"
JAYBHARATI FOUNDATION SURAT RUN A JAYBHARATI COMMUNITY SCIENCE CENTER,9428394566,jaybharaticsc@gmail.com,"GJ-2288/Surat and F-2182/Surat, SURAT, GUJARAT"
Association for Rural Developmwnt and Women Empowerment,9615446446,ardweorg@gmail.com,"6058 of 1985, Bishnupur, MANIPUR"
Prashanthi Rural Development Organisation,9391313786,satyamsastry@yahoo.com,"6308, Hyderabad, ANDHRA PRADESH"
TYAG,9334141506,tyag.org@rediffmail.com,"572, HAJIPUR, BIHAR"
Centre for Peace and Development,9436142699,cpdmizoram@gmail.com,"SR/MZ-03 of 2005-06, Aizawl, MIZORAM"
Trust of People,9159435178,topngotvr@yahoo.co.in,"49/2004, Thiruvarur, TAMIL NADU"
VIGYAN PRODYOGIKI AVAM GRAMODYOG PRASAR SAMITI,9369372258,vigyanrajendra2258@gmail.com,"40/1991-92, ALLAHABAD, UTTAR PRADESH"
SUCHETANA,9735449645,suchetana.org@gmail.com,"S/57553 OF 1987-1988, JHARGRAM, WEST BENGAL"
Multipurpose Activities for Noble Assistance and Benovelance for Integrated Community,9831433930,manabic.birati@gmail.com,"S/1L/65950 of 2009-2010, KOLKATA, WEST BENGAL"
AWADH CULTURAL SOCIETY,9450191673,avadhbbk@gmail.com,"283/1990-91, BARABANKI, UTTAR PRADESH"
PATULI MAHILA UDDYOG SAMITY,7797401544,info@pmus.org,"S/72726, Krishnagar, WEST BENGAL"
Indian National Portage Association,9417372091,tehalkohli@gmail.com,"2282, Chandigarh, CHANDIGARH"
Allied Sciences And Social Development Organisation,9862986574,assdosec@yahoo.com,"14/IMP-M/SR/1993, Imphal, MANIPUR"
peoples education society buldana,9404869909,pesbuldana@rediffmail.com,"mah/1321/buldana/1986, BULDANA, MAHARASHTRA"
NESPYM,9435044146,nespym@gmail.com,"RS / 1176 of 1991-92, Guwahati, ASSAM"
Nav Bharat Mahila Jan Kalyan Samiti,9415665140,nbmjks.gon@gmail.com,"13/1993-94, Gonda, UTTAR PRADESH"
Bhavishya Bharat Foundation,9963722293,ho@bhavishyabharat.in,"2125, Hyderabad, DELHI"
rangroop,9830297457,rangroop1969@gmail.com,"s-9845, kolkata, WEST BENGAL"
Samikshan,9831502440,shamikshan1978@gmail.com,"S23586 of 1978-79, Kolkata, WEST BENGAL"
Vidyapeeth prakshian sansthan avam jan vikas samiti,9837479001,vpsddn@gmail.com,"16012D, Dehradun, UTTARAKHAND"
SOCIAL ORGANIZATION FOR UPLIFT OF RURAL COMMUNITY AND ENVIRONMENT,9491588281,source_org@rediffmail.com,"3073/1994, NIZAMABAD, TELANGANA"
SURYA NARAYAN MISHRA RURAL DEVELOPMENT FOUNDATION,9431075320,infosnmrdf@gmail.com,"3327, Purnia, BIHAR"
SOCIAL ACTION AND VALUE EDUCATION TRUST,9290531552,savetrust@rediff.com,"17/97, Guntur, ANDHRA PRADESH"
PRACHANDESWAR SEVA SANSTHAN,9938018328,pssodisha@gmail.com,"8812/291, Puri, ORISSA"
Samata Youvak Mandal Wadgaon,9623704061,rajapatel.malik@gmail.com,"Mah/112/86 Nanded, Nanded, MAHARASHTRA"
sumangali,9440555872,sumangali.ngo@gmail.com,"219 of 2004, Adilabad, TELANGANA"
wayanad girijana seva trust,9947421050,baburajom@gmail.com,"46/2002, mananthavady, KERALA"
SHRI SANT GADGEBABA SEVA SANSTHAN DESAIGANJ,9404831645,ssgssindia@gmail.com,"MAH/71/2004 (GADCHIROLI), Desaiganj Wadsa, MAHARASHTRA"
Leimayol Arts Centre,8794224964,lacdrama@rediffmail.com,"962, Imphal, MANIPUR"
RANGABINDU BARANAGAR,9830071044,rangabindu@yahoo.in,"S/87203, Kolkata, WEST BENGAL"
Human Rights Organisation,9431265977,hro.bgp@gmail.com,"1116, Bhagalpur, BIHAR"
Matoshri Janabai Sevabhavi Sanstha,9422471767,ngodiary@gmail.com,"MAH/367/99, Degloor, MAHARASHTRA"
Block voluntary Organisation for improvement of culture and ecoenvironment,9861235364,bvoice.orissa@gmail.com,"13958/308, Cuttack, ORISSA"
HELP FOR PEOPLE EVERY WHERE,8908697552,hopebaripada1989@gmail.com,"MBJ-2827-232 OF 1990-91, BARIPADA, ORISSA"
Angan Belgharia,9903047174,angan.belgharia2003@gmail.com,"S/IL/15388, Kolkata, WEST BENGAL"
Ramakrishna Mission Rajahmundry,9490186208,rkmrjy@gmail.com,"1917/3 for 1909-10, Rajahmundry, ANDHRA PRADESH"
SRI NRUSINGHA DEV ANCHALIKA YUBA PARISADA,9437101249,sndayporissa@gmail.com,"3987-117-1994-95, PURI, ORISSA"
Ekta public Charitable trust of India,9089784963,ektapublic_trust77@yahoo.com,"662, Imphal west, MANIPUR"
Ashutosh Samaj Kalyankari Samiti,9425791432,ashutoshskksmorena@gmail.com,"6503, Morena, MADHYA PRADESH"
Prakriti Foundation Ralegan Siddhi,9423789440,prakriti.f@gmail.com,"MAH/5464/Ahmednagar, Ralegan Siddhi, MAHARASHTRA"
Janhvi Foundation,9822940848,janhvi.foundation@rediffmail.com,"MHA.1589/2009/PUNE, Pune, MAHARASHTRA"
Child Care Society,9934417272,childcarechapra@gmail.com,"790/2004-05, CHAPRA, BIHAR"
Bhartiya Grameen Mahila Sangh Indore,9302131099,bgmsindore@yahoo.com,"1296, INDORE, MADHYA PRADESH"
NANDIPAT,9830254562,nandipat_natak@rediffmail.com,"S/33874 OF 1981-82, KOLKATA, WEST BENGAL"
Bidhichandrapur Chetana,9733531458,Pdt.das@gmail.com,"S/62504, Udaynarayanpur, WEST BENGAL"
Jagacha Aikatan Institute of Music,9836964651,aikatan.music.org.in@gmail.com,"S/1L41763 of 2006-2007, Santragachi, WEST BENGAL"
SUPPORT,9437307413,sdeogarh@gmail.com,"DGH 178 1997 98, Deogarh, ORISSA"
RANGAPRABHATH,9387803639,rangaprabhath@yahoo.com,"149, THIRUVANANTHAPURAM, KERALA"
Ramakrishna Mission Ashrama Ranchi,9835158705,rkmranchi@gmail.com,"1917/3 of 1909-1910, Ranchi, JHARKHAND"
Dr Ambedkar Memorial Trust,9512676982,drambedkarmemorialtrust@yahoo.com,"E 3423/1993, Vyara, GUJARAT"
NIKHILESH EDUCATIONAL ACADEMY,9440294608,neakurnool@yahoo.com,"258 OF 1994, KURNOOL, ANDHRA PRADESH"
Swastik mahila udyog sahakari sammiti ujjain,9039046295,swastikmahila@gmail.com,"DRU/JN/1511, Ujjain, MADHYA PRADESH"
Bastar Sevak Mandal,9425593472,bsmjdp@gmail.com,"5714, Jagdal, CHHATTISGARH"
Mukti,9051112664,info@muktiweb.org,"IV-104/2005, Raidighi, WEST BENGAL"
Madarsa Ahle Sunnat Ziyaul Uloom,8090353375,maziyaululoom@yahoo.com,"537/1994-95, ILTIFATGANJ, UTTAR PRADESH"
Panchthupi Udyan,9932884601,panchthupiudayan@gmail.com,"S/53562 of 1986-1987, Panchthupi, WEST BENGAL"
Noor Jan Sewa Samiti,9358465857,noor.nizamuddin2010@gmail.com,"1083/2006-2007, Aligarh, UTTAR PRADESH"
J K Trust Bombay,9821211381,manish.jain@raymond.in,"E/717 (BOM), Mumbai, MAHARASHTRA"
KALYANI NATYACHARCHA KENDRA,9433145356,ksknck@gmail.com,"S - 87325, KALYANI, WEST BENGAL"
Tameer e Millat Foundation,9811026322,info@tmf-india.org,"1109, New Delhi, DELHI"
GRAMYA MAHILA KALYAN SANSTHAN,9411342971,gmksdehradun@yahoo.co.in,"83/1986-87, Dehradun, UTTARAKHAND"
GOODWILL SOCIAL AND WELFARE SOCIETY,9873308073,goodwillsws@gmail.com,"S-49133, DELHI, DELHI"
asmita welfare society,9868899895,asmitawelfaresociety@gmail.com,"66671, Delhi, DELHI"
hamidiya islamiya school society,9450273249,hissindia@yahoo.com,"209, panwari, UTTAR PRADESH"
Vikas Jyot Trust,9824324600,vikasjyotbaroda@yahoo.com,"E/2214, Vadodara, GUJARAT"
ektamahilamandal,7383533013,ektamahilamandal@yahoo.com,"E-5485, Surat, GUJARAT"
HIMALAYAN RESEARCH GROUP,,lalhrg@gmail.com,"17/97, Shimla, HIMACHAL PRADESH"
Anukriti,9415485582,anukritikanpur1988@yahoo.com,"907/1989-90, Kanpur, UTTAR PRADESH"
VENTURES SOCIETY FOR RURAL DEVELOPMENT,9959331609,venturesindia@rediffmail.com,"101/1983, ANANTAPUR, ANDHRA PRADESH"
darpan music society of kairana gharana,9810424941,darpanmlt04@gmail.com,"S/15007, DELHI, DELHI"
VIKAS NIKETAN SOCIETY FOR RURAL DEVELOPMENT,9440024410,vikasniketan98@gmail.com,"182/1998, ANANTAPUR, ANDHRA PRADESH"
calcuttabahari,9830518861,calcuttabahari@gmail.com,"S/76790 of 1994-95, Kolkata, WEST BENGAL"
ANNAMMA SCHOOL FOR HEARING AND PHYSICALLY HANDICAPPED AND BABY CARE CENTRE,9963270721,annammasociety2007@gmail.com,"0391 / 97, VIJAYAWADA, ANDHRA PRADESH"
Valsad Raktdan Kendra,9825158044,bloodbank.valsad@gmail.com,"Guj. 143 / Valsad, Valsad, GUJARAT"
Laketown Sreebhumi Sansriti,9830039335,debesh.sansriti@gmail.com,"s/99480 of 2000-2001, KOLKATA, WEST BENGAL"
Priyadarshani Gramin And adivasi Sevabhavi Sanstha,9970168840,priyadarshani64@gmail.com,"MHA/2248/Ahmednagar, Sangamner, MAHARASHTRA"
PRAYAS,9937020732,aamarprayas@gmail.com,"4553-91OF 98-99, TITILAGARH, ORISSA"
All India Womens Education Fund Association,9811122326,aiwefa29@gmail.com,"139, Delhi, DELHI"
PRIYADARSHINI SMARAKA KALA SAMSKARIKA VEDHI,9495407494,psksvpayattuvila@gmail.com,"T 1647/09, Thiruvananthapuram, KERALA"
Ananda Shankar Centre for Performing Arts,9830051667,tanusreeshankar@gmail.com,"S/54474 of 1986-1987, Kolkata, WEST BENGAL"
SEAPRA  Society For Eradication Of Aids And Poverty In Rural Areas,9866942179,seapraindia@gmail.com,"1987, MAHABUBABAD, TELANGANA"
SIMANCHAL JANKALYAN SAMITI,9931119941,uk_41@rediffmail.com,"167, BOKARO, JHARKHAND"
Society for Human Development,9435027557,pranmoys@gmail.com,"RS/NAL/246/E/35 of 2007, Nalbari, ASSAM"
JODHPUR PARK SARASWAT SANASKRITI KENDRA,9830168647,anitamallicksaraswat@yahoo.com,"S/80253 OF 1995-96, KOLKATA, WEST BENGAL"
Vivekananda social service organisation,9965642013,tskrish25@gmail.com,"181/2002, SRIRANGAM, TAMIL NADU"
THERESSA MAHILA MANDALI,9951017057,theressasociety@yahoo.com,"1369/94, JANGAREDDYGUDEM, ANDHRA PRADESH"
The Raising Society of art and Culture,9753850200,tiwari.chandrahas@gmail.com,"01/01/01/18744/08, BHOPAL, MADHYA PRADESH"
Tarkash,9144990009,tarkash.natya@gmail.com,"55079, New Delhi, DELHI"
samakalin sanskriti,9433149533,samakalinsanskriti@gmail.com,"S/59810, Kolkata, WEST BENGAL"
Andhjan Kalyan Trust,9428261878,aktrust.drj@gmail.com,"E 2955, Dhoraji, GUJARAT"
Sankha Suvra Welfare Society hooghly,9830185899,sarkar.sampaganguly@gmail.com,"S/1L/34373, Uttarpara, WEST BENGAL"
Loyola Extension Services,9497576687,les@asianetindia.com,"129/86, Trivandrum, KERALA"
BHARTI GRAMOTHAN SAMAJIK VIKAS SANSTHAN,9837037638,info@bhartisansthan.org,"901, MORADABAD, UTTAR PRADESH"
Rhythms of Manipur,9774179085,sanatomba_rk@yahoo.in,"188, Imphal, MANIPUR"
samarpan,9934148413,samarpanjharkhand@gmail.com,"IV-1028/2006, Koderma, JHARKHAND"
Kasba Arghya,8334935194,kasba_arghya@yahoo.com,"S/74109 of 1993-94, KOLKATA, WEST BENGAL"
THE VIVEKANANDA MISSION,9415285023,ssananda54@gmail.com,"4414, varanasi, UTTAR PRADESH"
alternative living theatre,9836888505,suvadip.guha@gmail.com,"S/75352, kolkata, WEST BENGAL"
Jana Chetana,9440080608,janachetana@rediffmail.com,"188, Srikakulam, ANDHRA PRADESH"
indrajal cultural foundation,,indrajalculturalfoundation@gmail.com,"40075, New Delhi, DELHI"
Reshmi Welfare and educational Society Nagshettikoppa Hubli,9845951321,reshmiwaesociety@gmail.com,"296/86-87, Hubli, KARNATAKA"
Gania Sishu Raija,9937939805,ganiasishuraija@rediffmail.com,"445/92 of 1961-62, , ORISSA"
Kalna Sahajog Organisation,9609625724,kso_kalna96@yahoo.in,"S/90202/98-99, Kalna, WEST BENGAL"
The North India Cerebral Palsy Association,9814922361,ashirwadnicpa@gmail.com,"0030, Ludhiana, PUNJAB"
Baradighir Dhar Yuger Yatri,9432256505,yugeryatri.09@gmail.com,"S/1L/8391, Chandannagar, WEST BENGAL"
Chorus Repertory Theatre,9856143456,chorus_repertorytheatre@yahoo.co.in,"2407 of 1978, Imphal, MANIPUR"
Kalinga Bikash,8598093046,prasannasahoo.154@rediffmail.com,"21906/84 of 2004-05, Kendrapara, ORISSA"
Centre for Education and Voluntary Action,9815185225,chanikohli@gmail.com,"524, Chandigarh, CHANDIGARH"
Community Theatre Workshop,9872032656,asandhu_14@rediffmail.com,"2321, Chandigarh, CHANDIGARH"
Isles Scientific Learning and Educational Society,9434262464,abdulgafoorpba@gmail.com,"1258, Port Blair, ANDAMAN & NICOBAR ISLANDS"
Rangarang Sangam,9935477573,rangarangsangam@gmail.com,"2630/2002-2003, Lucknow, UTTAR PRADESH"
Jan Chetan Computer Educational Society,9837343730,jccesngo@gmail.com,"375/2008-2009, Dehradun, UTTARAKHAND"
Utsav Educational and Cultural Society,9810132756,ranjanaodissi@gmail.com,"S/18117, Delhi, DELHI"
Jugdumba Education and walfare socity Uniara Tonk,9251796777,jugdumba.edu.wel.socity.uniara@gmail.com,"25/Tonk/1998-99, Uniara, RAJASTHAN"
WOMENS COMMUNITY MANAGEMENT GROUP,9437012290,r.mahapatra2010@rediffmail.com,"21993/171, Bhubaneswar, ORISSA"
Ravan Chhaya Natya Sansada odash,9437730735,ravanchhayaodash@yahoo.in,"DKL/436/126/1982-83, Dhenkanal, ORISSA"
paradise theatre,9436025964,kishworjit08@gmail.com,"1444 IMPHAL DISTRICT 1974, Imphal, MANIPUR"
Sankalp Rehabilitation Trust,9820194363,sankalp.trust@gmail.com,"E-15459, Mumbai, MAHARASHTRA"
HaZaBaRaLa,7407482028,hazabaralachakdaha@gmail.com,"s/13298 of 1973-74, Chakdaha, WEST BENGAL"
ExTRA AN ORGANISATION,9695907532,extraanorganization@yahoo.com,"S/60768, Allahabad, UTTAR PRADESH"
Lok Kalyan Seva Samiti,9412710896,drsingh7511@gmail.com,"2247/1990-91, MUZAFFARNAGAR, UTTAR PRADESH"
satabdira kalakar,9437292472,satabdirakalakar@gmail.com,"11694/540/1977-78, bhubaneswar, ORISSA"
Academy of Mass Communication,9335453034,amc.lucknow@yahoo.com,"855/96-97, Lucknow, UTTAR PRADESH"
SUBHASHEELA ACADEMY OF FINE ARTS,9884099397,abhinayauma@yahoo.com,"706/2005, Chennai, TAMIL NADU"
DESEEYA HINDI ACADEMY,9400735100,vijayhindi@yahoo.com,"T.668, THIRUVANANTHAPURAM, KERALA"
SOUGANDHIKA CENTRE FOR MOHINIYATTAM,9447722300,drneenaprasad@gmail.com,"1287/2005, Chennai, TAMIL NADU"
Nagaland Centre for Human Development and Information Technology,8974841022,nchd2000@yahoo.com,"H/RS612, Kohima, NAGALAND"
HANDICAPPED WELFARE  SOCIETY Haws,8014789003,hawsindia@gmail.com,"122of2006, Kakching, MANIPUR"
NGOs Coordination Federation J and K,9469150317,rrakashmir@gmail.com,"2716 S of 1997, Srinagar, JAMMU & KASHMIR"
shadow culture and social welfare society,9826343359,shadowmime18@yahoo.com,"01/01/01/13330/04, bhopal, MADHYA PRADESH"
SOCIO SERVICE ART GROUP,9811487745,ssag7@yahoo.co.in,"38450, DELHI, DELHI"
SPACE Society for Peoples Awareness Care Empowerment,9818227105,spaceorganisation@gmail.com,"40525, Delhi, DELHI"
Angels Education and Social Welfare Society,9212682059,angelseducation@gmail.com,"33632, Delhi, DELHI"
Hum Theatre Sanskratik Sanstha,9425374845,humtheatergroup@gmail.com,"11099/2002, Bhopal, MADHYA PRADESH"
rajeev yuvajana seva sangam,9440243081,ryjsskhaleel@gmail.com,"411/1992, ANANTAPUR, ANDHRA PRADESH"
Jan Jagriti Sewa Sansthan,7388246035,janjagritiseva@gmail.com,"768/2009-2010, Gorakhpur, UTTAR PRADESH"
Blind Persons Association,9432128493,bpaindia@gmail.com,"20088/506, Kolkata, WEST BENGAL"
THE MELVISHARAM MUSLIM EDUCATIONAL SOCIETY,9894014664,hakeemcollege@rediffmail.com,"S3 of 1926-27, VELLORE, TAMIL NADU"
Khalisani Sangeeta Music College,9433734528,ksmc01@gmail.com,"S/46133, Chandannagar, WEST BENGAL"
Lokayata Sanskriti Parishat,9932825816,lokayata_jhargram@rediffmail.com,"S/15385, Jhargram, WEST BENGAL"
MAKHLA  SHINJINI,9831029506,makhlashinjini@keyachanda.org,"S/87755 of 1997-1998, Uttarpara, WEST BENGAL"
Adarsa Rural Integrated Development Society,9440956624,aridsptp@yahoo.com,"102of 1987, puttaparthi, ANDHRA PRADESH"
Manipuri Theatre Academy,9612152445,mata.rep@gmail.com,"2544 of 1992, Imphal, MANIPUR"
JYOTISHREE SEWA SAMITI,9931004775,jyotishr7@gmail.com,"1786, Rajnagar, BIHAR"
SHALOM,9862574008,shalom_azl@rediffmail.com,"S.R. - 6/98/MZ-RFS of 1998, Aizawl, MIZORAM"
KIRAN Society,9415698347,ranjeetkumars@yahoo.com,"747, Varanasi, UTTAR PRADESH"
NAJMI ACADEMY,9853324560,najmiacademy@gmail.com,"908 / 595 of 1981 -1982, Cuttack, ORISSA"
Mahishadal art culture and theatre SHILPAKRITI,9830520894,shilpakriticare@gmail.com,"S1L/12788, Mahishadal, WEST BENGAL"
Nalanda Samaj Seva Ashram,8292229203,nalandasamaj@gmail.com,"53, Bihar Sharif, BIHAR"
SUMAN SHIKSHA YEVAM SAMAJ KALAYAN SAMITI,9907921602,sumanshiksha_2011@yahoo.in,"23064, GWALIOR, MADHYA PRADESH"
SDPS Womens Welfare Society,9752493268,info@sdps.edu.in,"IND/7257, Indore, MADHYA PRADESH"
Madhya Pradesh Vigyan Sabha,9425009257,mpvs.bpl@gmail.com,"15667, Bhopal, MADHYA PRADESH"
SAINIK MAHILA PRASHIKSHAN SANSTHAN,9839504408,sainiksansthan009@gmail.com,"791/1991-92, GORAKHPUR, UTTAR PRADESH"
prakriti formerly sri sankat mochan sociocultural and sporting cum spiritual association,9437003621,sankatmochan_salepur@yahoo.co.in,"23533/69 against 14119/469, CUTTACK, ORISSA"
Helping Hands,9435129838,ahossain555@rediffmail.com,"DBR/250/F/70, Dhubri, ASSAM"
GOTROHEEN DUMDUM,9433725840,gotroheentheatre@gmail.com,"S/1L/47155, KOLKATA, WEST BENGAL"
Yakshadegula,9448510606,yakshadegula@yahoo.com,"431/86-87, bangalore, KARNATAKA"
yakshangana trust,9986762940,yakshanganatrust@gmail.com,"IV/AD4282/160-170/2001-02/43, bangalore, KARNATAKA"
